patent_num,abstract,applicant_city,applicant_country,applicant_name,applicant_num,applicant_state,assignee_loc,assignee_name,cpc,family_id,file_date,inventors,patent_date,title,url
9978170,"An approach is provided for providing perspective-based content placement. A content placement platform processes and/or facilitates a processing of one or more models of one or more objects associated with a geographical area to cause, at least in part, a decomposition of the one or more models into one or more simplified surfaces. The content placement platform further causes, at least in part, a selection of one or more portions of the one or more simplified surfaces as one or more content placement layers based, at least in part, on one or more viewpoints, with the one or more content placement layers supporting a perspective-based rendering of one or more content items associated with the one or more objects.",Eindhoven,NL,HERE GLOBAL B.V.,"15/589,550",N/A,"Veldhoven, NL",HERE Global B.V.,['G06T'],48654061,"May 8, 2017","[['Urban', 'Velkavrh', 'Berlin, DE'], ['Mridul', 'Aanjaneya', 'Standford, CA'], ['Timo Pekka', 'Pylvanainen', 'Menlo Park, CA'], ['Radek', 'Grzeszczuk', 'Menlo Park, CA'], ['Ramakrishna', 'Vedantham', 'Sunnyvale, CA']]","May 22, 2018",Geometrically and semanitcally aware proxy for content placement,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=326&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9977782,"A system, method, and device for creating an environment and sharing an experience using a plurality of mobile devices having a conventional camera and a depth camera employed near a point of interest. In one form, random crowdsourced images, depth information, and associated metadata are captured near said point of interest. Preferably, the images include depth camera information. A wireless network communicates with the mobile devices to accept the images, depth information, and metadata to build and store a 3D model of the point of interest. Users connect to this experience platform to view the 3D model from a user selected location and orientation and to participate in experiences with, for example, a social network.",AustinAustin,USUS,Huston; Charles D.Coleman; Chris,"14/741,615",TXTX,,,"['G06T', 'H04N', 'G06F']",47902338,"June 17, 2015","[['Charles D.', 'Huston', 'Austin, TX'], ['Chris', 'Coleman', 'Austin, TX']]","May 22, 2018","System, method, and device including a depth camera for creating a location based experience",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=327&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9977472,"A method including causing, at least in part, display of objects on a graphical user interface, where each of the objects corresponds to data or an application accessible via the graphical user interface. The method further includes causing, at least in part, display of the objects in motion on the graphical user interface based on user input and based on respective relative mass values associated with the objects.",OuluTampere,FIFI,Huhtala; Jussi TaavettiHuuskonen; Pertti Juhani,"12/727,690",N/AN/A,"Espoo, FI",Nokia Technologies Oy,"['G06F', 'H04M']",44648220,"March 19, 2010","[['Jussi Taavetti', 'Huhtala', 'Oulu, FI'], ['Pertti Juhani', 'Huuskonen', 'Tampere, FI']]","May 22, 2018",Method and apparatus for displaying relative motion of objects on graphical user interface,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=328&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9974001,"A method and apparatus for use in an ad hoc network, comprising: a node transmitting an extended allowable hold time value to a further node; the node changing its transmission behavior such that the further node stops receiving transmission from the node for an extended period, for example by pausing transmission at least in the direction of the further node; and the further node treating the link to the node as intact during the extended allowable hold time. The transmitting of the extended allowable hold time value may be performed earlier than a next routine transmission of routine allowable hold time value would have been sent. The method may further comprise the node being instructed to maintain topology information for an extended time.",London,GB,BAE Systems plc,"15/302,594",N/A,"London, GB",BAE Systems plc,"['H04W', 'H04B', 'B64C', 'G05D']",52823675,"April 1, 2015","[['Christopher Mark', 'Dearlove', 'Chelmsford, GB'], ['Alan Manuel', 'Cullen', 'Chelmsford, GB'], ['Peter Noble', 'Hudson', 'Chelmsford, GB'], ['Rania Hamdi', 'Eissa', 'Chelmsford, GB']]","May 15, 2018",Ad hoc network with unidirectional link,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=329&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9973596,"In one embodiment, a sender in a shared-communication network determines whether a pending frame is low-latency or high-throughput, and sets a maximum transmission unit (MTU) of the pending frame as a first MTU in response to a low-latency frame and a longer second MTU in response to a high-throughput frame. In another embodiment, a receiver receives a data frame from a sender according to an MTU, and determines a trigger for adjusting the MTU based on latency requirements. In response to the trigger, the receiver sets an interrupt flag in a link-layer acknowledgment for the received data frame. In still another embodiment, a sender determines a pending low-latency data frame to send to a receiver operating according to an MTU, and sends a control message to the receiver to indicate the pending low-latency data frame and an adjusted MTU.",San Jose,US,"Cisco Technology, Inc.","13/921,651",CA,"San Jose, CA","Cisco Technology, Inc.",['H04L'],51211327,"June 19, 2013","[['Jonathan W.', 'Hui', 'Belmont, CA'], ['Jean-Philippe', 'Vasseur', ""Saint Martin d'Uriage, FR""]]","May 15, 2018",Dynamically adjusting frame MTU to support low-latency communication,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=330&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9973534,"Context information associated with a mobile communications device and a network connection for the mobile communications device is collected. A security policy is applied to determine whether the security offered by the network connection is appropriate for the context. If the security offered by the network connection is not appropriate for the context, the network connection may be made more secure, less secure, or a different network connection having an appropriate level of security may be used for the data associated with the context.",San Francisco,US,"LOOKOUT, INC.","14/071,366",CA,"San Francisco, CA","LOOKOUT, INC.","['H04L', 'H04W']",53008075,"November 4, 2013","[['Kevin Patrick', 'Mahaffey', 'San Francisco, CA'], ['Timothy', 'Strazzere', 'Oakland, CA'], ['Brian James', 'Buck', 'Livermore, CA']]","May 15, 2018",Methods and systems for secure network connections,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=331&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9973483,"A notification system automatically sends notifications to users based on the defined roles of the notifications. The notification system allows an application to define in a secure manner users to roles. The notification system also allows the users to register in a secure manner their devices with the notification system. The notification system allows the application to then send a notification to users with a target role. Upon receiving the notification, the notification system identifies the devices of the users with the target role and sends the notification to those devices.",Redmond,US,"Microsoft Technology Licensing, LLC","14/986,044",WA,"Redmond, WA","Microsoft Technology Licensing, LLC","['H04L', 'G06Q']",58283468,"December 31, 2015","[['Brian Raymond', 'Allrich', 'Moorhead, MN'], ['Michael Steven', 'Hammond', 'Moorhead, MN'], ['Yury', 'Mikheev', 'Wells Fargo, MN'], ['Kevin Martin', 'Racer', 'Osage, MN']]","May 15, 2018",Role-based notification service,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=332&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9971501,"An approach is provided for rendering a representation of a three-dimensional object in a user interface. The approach includes determining an arrangement of one or more user interface elements based on user profile information, content information, contextual information, or a combination thereof. The approach also includes rendering a representation of a three-dimensional object in a user interface, wherein the representation includes one or more surface segments. The approach also includes associating the one or more user interface elements respectively with the one or more surface segments based on the arrangement. The user interaction input manipulates the representation of the three dimensional object within in a virtual three-dimensional space to expose the one or more user interface elements associated with the one or more surface segments that are visible in the user interface.",Newark,US,Verizon New Jersey Inc.,"14/454,451",NJ,"Basking Ridge, NJ",Verizon New Jersey Inc.,['G06F'],55267423,"August 7, 2014","[['Jeffrey M.', 'Walsh', 'Verona, NJ'], ['Woo Beum', 'Lee', 'Basking Ridge, NJ']]","May 15, 2018",Method and system for providing adaptive arrangement and representation of user interface elements,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=333&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9969329,"Various aspects of a system and method for generation of a preventive alert are disclosed herein. The system comprises one or more circuits in a vehicle configured to retrieve sensor data associated with the vehicle and/or obstacle information generated by one or more sensors of the vehicle, along a path of the vehicle. The system further comprises one or more circuits configured to communicate to a server, a set of data based on the retrieved sensor data and/or the retrieved obstacle information. The generation of an alert to one or more vehicles is controlled by the server, based on the communicated set of data.",Tokyo,JP,SONY CORPORATION,"14/855,578",N/A,"Tokyo, JP",SONY CORPORATION,"['B60Q', 'G08G']",56943894,"September 16, 2015","[['Nagesh B. T.', 'Shenoy', 'Bangalore, IN'], ['Pramod', 'Chintalapoodi', 'San Diego, CA'], ['Sho', 'Tanaka', 'Tokyo, JP']]","May 15, 2018",System and method for generation of a preventive alert,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=334&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9967704,"A system for exchanging GPS or other position data between wireless devices for purposes of group activities, child location monitoring, work group coordination, dispatching of employees etc. Cell phones and other wireless devices with GPS receivers have loaded therein a Buddy Watch application and a TalkControl application. The Buddy Watch application communicates with the GPS receiver and other wireless devices operated by buddies registered in the users phone as part of buddy groups or individually. GPS position data and historical GPS position data can be exchanged between cell phones of buddies and instant buddies such as tow truck drivers via a buddy watch server. Emergency monitoring services can be set up with notifications to programmable individuals in case an individual does not respond. Positions and tracks can be displayed. TalkControl simplifies and automates the process of joining talk groups for walkie talkie services such as that provided by Nextel.",Union City,US,"X One, Inc.","15/418,547",CA,"Union City, CA","X One, Inc.","['H04W', 'G01S', 'H04M', 'H04L', 'G01C', 'G06Q', 'G06F']",37071237,"January 27, 2017","[['Richard D.', 'Haney', 'Union City, CA']]","May 8, 2018",Location sharing group map management,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=335&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9967331,"A method for maintaining server persistency, including: (a) receiving, by an intermediate entity, a first session request from client to receive a service from a server out of a plurality of servers that are connected to the intermediate entity; (b) selecting a server out of the plurality of servers and directing to the selected server information indicative of the first session request; (c) receiving a response of the selected server to the information indicative of the first session request; (d) analyzing the response of the selected server, to provide an analysis result indicative whether the response includes code to be executed by the client and includes at least one instruction that facilitates sending, by the client, another request, to receive a service from a server out of the plurality of servers; (e) modifying, based on the analysis result, the code by adding information that will cause the client to send a selected server identifier in association to the sending of the other request; and (f) sending a modified response to the client, wherein the modified response includes the modified code.",Seattle,US,"F5 Networks, Inc.","14/791,016",WA,"Seattle, WA","F5 Networks, Inc.",['H04L'],53763390,"July 2, 2015","[['Uri', 'Hasson', 'Kiryat Ono, IL'], ['Yiftach', 'Shoolman', ""Modi'in, IL""]]","May 8, 2018","Method, intermediate device and computer program code for maintaining persistency",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=336&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9967292,Embodiments are directed to monitoring communication between computers using network monitoring computers (NMCs). NMCs identify a secure communication session established between two of the computers based on an exchange of handshake information associated with the secure communication session. Key information that corresponds to the secure communication session may be obtained from a key provider such that the key information may be encrypted by the key provider. NMCs may decrypt the key information. NMCs may derive the session key based on the decrypted key information and the handshake information. NMCs may decrypt network packets included in the secure communication session. NMCs may be employed to inspect the one or more decrypted network packets to execute one or more rule-based policies.,Seattle,US,"ExtraHop Networks, Inc.","15/793,880",WA,"Seattle, WA","ExtraHop Networks, Inc.","['G06F', 'H04L']",61005660,"October 25, 2017","[['Benjamin Thomas', 'Higgins', 'Shoreline, WA'], ['Jesse Abraham', 'Rothstein', 'Seattle, WA']]","May 8, 2018",Inline secret sharing,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=337&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9967170,"In one embodiment, a device in a network identifies a routing domain migration candidate node in a first routing domain that is in range of a second routing domain. The device determines that the second routing domain is able to accommodate the candidate node sending traffic via the second routing domain. The device determines that the candidate node should send traffic via the second routing domain, based in part on a determination that the second routing domain is able to accommodate the candidate node sending traffic via the second routing domain. The device causes the candidate node to send traffic via the second routing domain.",San Jose,US,"Cisco Technology, Inc.","14/565,693",CA,"San Jose, CA","Cisco Technology, Inc.",['H04L'],55075517,"December 10, 2014","[['Jean-Philippe', 'Vasseur', ""Saint Martin d'Uriage, FR""], ['Jonathan W.', 'Hui', 'Belmont, CA']]","May 8, 2018",Dynamic capacity-based routing domain load balancing,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=338&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9967077,A communications system includes a sender device configured to send data packets in accordance with a Transmission Control Protocol (TCP) to a receiver device. An intermediate device is coupled between the sender device and the receiver device and includes a wireless transceiver configured to provide a communications link between the sender device and the receiver device and wherein said communications link is susceptible to at least one of transmission delays and transmission errors. A controller is coupled to the wireless transceiver and configured to serve as a TCP proxy between the sender device and the receiver device by sending successive simulated TCP acknowledgements of delivery to the sender device starting at a delay time shorter than a TCP retransmission timeout period and increasing for each successive simulated TCP acknowledgement.,Melbourne,US,HARRIS CORPORATION,"14/919,773",FL,"Melbourne, FL",HARRIS CORPORATION,"['H04L', 'H04W']",57205975,"October 22, 2015","[['Jeffery H.', 'Weston', 'Webster, NY'], ['Eric N.', 'Koski', 'Fairport, NY']]","May 8, 2018",Communications device serving as transmission control protocol (TCP) proxy,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=339&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9966991,"The present invention teaches a system and method for secure network access and group membership in a cooperative network of digital chaos transmissions. The invention involves sensing generated digital chaos sequences as spreading sequences at a transmit side and determining the availability of open channels at a receive side. Further, a broadcast ""request to join"" frame from a node on an open channel is transmitted to network manager or coordinator. A network manager or coordinator sends an association/authentication packet, comprised of the reserved digital chaos associated to the unique device id, in response to the ""request to join"" frame from a node with a valid identification.",Annandale,US,Terry; John David,"15/270,318",VA,,,"['H04B', 'H04L', 'H04W', 'H04J', 'Y02D']",57883754,"September 20, 2016","[['John David', 'Terry', 'Annandale, VA']]","May 8, 2018",Method and apparatus for secure network access and group membership in a digital chaos cooperative network,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=340&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9965950,"An approach is provided for classifying a traffic jam from probe data. The approach involves receiving the probe data that is map-matched to a roadway on which the traffic jam is detected. The probe data is collected from one or more vehicles traveling the roadway. The approach also involves determining a jam area of the roadway based on the probe data. The jam area corresponds to one or more segments of the roadway affected by the traffic jam. The approach further involves determining a set of features indicated by the probe data from a portion of the probe data collected from the jam area. The approach further involves classifying, using a machine learning classifier, the traffic jam as either a recurring traffic jam or a non-recurring traffic jam based on the set of features.",Eindhoven,NL,HERE Global B.V.,"15/172,897",N/A,"Eindhoven, NL",HERE Global B.V.,['G08G'],60483837,"June 3, 2016","[['Bo', 'Xu', 'Lisle, IL'], ['Tiffany', 'Barkley', 'Oakland, CA'], ['Andrew', 'Lewis', 'Berkeley, CA'], ['Jane', 'MacFarlane', 'Oakland, CA'], ['Davide', 'Pietrobon', 'Berkeley, CA'], ['Matei', 'Stroila', 'Chicago, IL']]","May 8, 2018",Method and apparatus for classifying a traffic jam from probe data,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=341&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9965471,"A system and method for capturing a location based experience at an event including a plurality of mobile devices having a camera employed near a point of interest to capture random, crowdsourced images and associated metadata near said point of interest. In a preferred form, the images include depth camera information from prepositioned devices around the point of interest during the event. A network communicates images, depth information, and metadata to build a 3D model of the region, preferably with the location of contributors known. Users connect to this experience platform to view the 3D model from a user selected location and orientation and to participate in experiences with, for example, a social network.",AustinAustin,USUS,Huston; Charles D.Coleman; Chris,"14/741,626",TXTX,,,"['G06T', 'G06F', 'H04N']",47902338,"June 17, 2015","[['Charles D.', 'Huston', 'Austin, TX'], ['Chris', 'Coleman', 'Austin, TX']]","May 8, 2018",System and method for capturing and sharing a location based experience,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=342&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9961179,"At least one embodiment takes the form of a process carried out by a given mobile radio in a group of mobile radios. The process includes broadcasting heartbeat messages in accordance with a group-wide symmetric-timing protocol and maintaining an in-range list of mobile radios. The in-range list is maintained at least in part by (i) adding mobile radios that are not already on the in-range list to the in-range list upon detecting transmissions from such mobile radios; (ii) maintaining, for each mobile radio on the in-range list, a respective keepalive timer in accordance with the group-wide symmetric-timing protocol; and (iii) removing mobile radios from the in-range list upon expiration of the respective keepalive timers. The process further includes presenting an alert via a user interface when a count of mobile radios on the in-range list falls below a notification threshold.",Chicago,US,"MOTOROLA SOLUTIONS, INC","15/320,330",IL,"Chicago, IL","MOTOROLA SOLUTIONS, INC.","['H04W', 'H04L', 'H04M']",55216564,"July 28, 2014","[['Dong', 'Zhao', 'Chengdu, CN'], ['Yi', 'Tang', 'Chengdu, CN'], ['Fan', 'Yang', 'Chengdu, CN']]","May 1, 2018",Methods and systems for presenting an alert when leaving a direct-mode coverage area,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=343&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9961144,"A method for data forwarding storage and retrieval in a network of interconnected computer system nodes may include directing data to a computer memory, continuously forwarding the data, from one computer memory to anther computer memory in the network of interconnected computer system nodes without storing on any physical storage device in the network, and retrieving the data in response to an activity.",Wilmington,US,Callahan Cellular L.L.C.,"14/951,157",DE,"Wilmington, DE",CALLAHAN CELLULAR L.L.C.,"['G06Q', 'H04L']",48281536,"November 24, 2015","[['Gene', 'Fein', 'Malibu, CA'], ['Edward', 'Merritt', 'Lenox, MA']]","May 1, 2018",Data storage and retrieval,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=344&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9960918,"An approach is provided for providing identity based encryption in distributed computations. An identity based encryption platform causes, at least in part, a segmentation of a computation closure into at least a first part and one or more second parts. The identity based encryption platform also causes, at least in part, an encryption of the one or more second parts using the first part as a public key of an identity-based encryption.",Espoo,FI,Nokia Technologies Oy,"14/840,931",N/A,"Espoo, FI",Nokia Technologies Oy,"['G06F', 'H04L']",48172463,"August 31, 2015","[['Vesa-Veikko', 'Luukkala', 'Espoo, FI'], ['Sampo Juhani', 'Sovio', 'Riihimaki, FI'], ['Jari-Jukka Harald', 'Kaaja', 'Jarvenpaa, FI'], ['Sergey', 'Boldyrev', 'Soderkulla, FI']]","May 1, 2018",Method and apparatus for providing identity based encryption in distributed computations,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=345&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9959398,"System and a method to dynamically authenticate and optionally dynamically authorize a user at a user device or at a server, the method including: receiving a request from the user to access a service; determining contextual data associated with the user; determining, based on at least the contextual data, at least one rule from a rules database to authenticate the user; and authenticating the user based on the determined at least one rule, wherein the user is authorized to access the service based on the authentication.",Danbury,US,IMS Health Incorporated,"14/700,811",CT,"Danbury, CT",IMS HEALTH INCORPORATED,"['H04L', 'G06F']",62013746,"April 30, 2015","[['Charles', 'Blair', 'Ontario, CA'], ['Elkin', 'Florez', 'Ontario, CA']]","May 1, 2018",Dynamic user authentication and authorization,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=346&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9959325,A method comprises selecting at least a first data set and a second data set on which to apply a query. The method also comprises causing generating of a first cursor based and a second cursor based on a first application of the query on the first data set and a second cursor based on a second application of the query on the second data set. A third cursor based on a combination of a result set returned by the first cursor and second cursor is then generated in response to the query.,SoderkullaHollisBurlingtonSoderkulla,FIUSUSFI,Oliver; Ian JustinLassila; OraMannermaa; Mika JuhaniBoldyrev; Sergey,"12/818,867",N/ANHMAN/A,"Espoo, FI",Nokia Technologies Oy,['G06F'],45329587,"June 18, 2010","[['Ian Justin', 'Oliver', 'Soderkulla, FI'], ['Ora', 'Lassila', 'Hollis, NH'], ['Mika Juhani', 'Mannermaa', 'Burlington, MA'], ['Sergey', 'Boldyrev', 'Soderkulla, FI']]","May 1, 2018",Method and apparatus for supporting distributed deductive closures using multidimensional result cursors,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=347&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9955488,"A recursive algorithm may be applied to group cells in a service network into a small number of clusters. For each of the clusters, different regression algorithms may be evaluated, and a regression algorithm generating a smallest error is selected. A total error for the clusters may be identified based on the errors from the selected regression algorithms and from degrees of separation associated with the cluster. If the total error is greater than a threshold value, the cells may be grouped into a larger number of clusters and the new clusters may be re-evaluated. A key performance indicator (KPI) may be estimated for a cell based on a regression algorithm selected for the cluster associated with the cell. A resources may be allocated to the cell based on the KPI value.",Arlington,US,Verizon Patent and Licensing Inc.,"15/087,129",VA,"Basking Ridge, NJ",Verizon Patent and Licensing Inc.,"['H04W', 'H04L']",59960473,"March 31, 2016","[['Ye', 'Ouyang', 'Piscataway, NJ'], ['Carol', 'Becht', 'Boonton, NJ'], ['Krishna Pichumani', 'Iyer', 'Aurora, IL']]","April 24, 2018",Modeling network performance and service quality in wireless networks,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=348&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9955456,"In one embodiment, a device in a network determines a first channel hopping schedule for the device to receive unicast communications from one or more neighbors of the device. The first channel hopping schedule differs from channel hopping schedules used by the one or more neighbors to receive unicast communications. The device determines a second channel hopping schedule for the device that includes a common channel that is common to the device and the one or more neighbors at any given point in time, wherein the second channel hopping schedule is self-generated by each of the device and the one or more neighbors. The device switches from the first channel hopping schedule to the second channel hopping schedule, in response to a network event. The device causes a particular neighbor to join the network using the second channel hopping schedule.",San Jose,US,"Cisco Technology, Inc.","14/551,252",CA,"San Jose, CA","Cisco Technology, Inc.","['H04B', 'H04W', 'Y02D']",54705890,"November 24, 2014","[['Jonathan', 'Hui', 'Belmont, CA'], ['Wei', 'Hong', 'Berkeley, CA']]","April 24, 2018",Network discovery in low-power and lossy networks,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=349&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9955423,"An arrangement for measuring environmental conditions in a wireless sensor system. A threshold value may be determined. An environmental condition sensor unit may measure, over a defined period of time, an environmental condition level. The measured environmental condition level may be compared to the determined threshold value. It may be determined whether the measured environmental condition level exceeds the defined threshold value for the defined period of time. At least in part based on the determination of whether the measured environmental condition level exceeds the defined threshold value over the defined period of time, information indicative of the measured environmental condition level may be transmitted.",Mountain View,US,Google Inc.,"14/534,848",CA,"Mountain View, CA",Google LLC,"['G08B', 'G06F', 'H04Q', 'H04W', 'Y02D', 'Y02B']",35459966,"November 6, 2014","[['Lawrence', 'Kates', 'Corona Del Mar, CA']]","April 24, 2018",Measuring environmental conditions over a defined time period within a wireless sensor system,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=350&f=G&l=50&d=PTXT&s1=MANET&p=7&OS=MANET&RS=MANET
9955298,"An embodiment of the present invention is directed to methods, systems and apparatuses enabling location sharing group formation and the tracking of group members. Groups may be bound by a geographical area that circumscribes the boundary of a location sharing group. Active members of a location sharing group may become active based on their relative location to the geographical area defining the location sharing group. The geographical area may be static, mobile or change size and shape based on parameters forming the location sharing group. Alerts may be generated informing members of the location sharing group of the entry or exit of members from the location sharing group. Active members of a location sharing group may share location information with other members of the location sharing group. A radius or other shape may identify a geographical area for location sharing between members.",Union City,US,"X ONE, Inc.","14/471,448",CA,"Union City, CA","X One, Inc.","['H04W', 'G01S', 'H04M', 'H04L', 'G01C', 'G06Q', 'G06F']",37071237,"August 28, 2014","[['Richard D.', 'Haney', 'Union City, CA']]","April 24, 2018","Methods, systems and apparatuses for the formation and tracking of location sharing groups",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=351&f=G&l=50&d=PTXT&s1=MANET&p=8&OS=MANET&RS=MANET
9953448,"Various aspects of a system and method for image processing are disclosed herein. The method, implemented in an image-processing device, comprises computation of a plurality of boundary-connectedness values associated with a plurality of regions in a plurality of Boolean maps. The plurality of Boolean maps corresponds to a plurality of color channels of an image. The plurality of boundary-connectedness values associated with the plurality of regions is compared with a pre-specified threshold value. A first set of regions is identified from the plurality of regions in the plurality of Boolean maps as a set of foreground regions, based on the comparison.",Tokyo,JP,SONY CORPORATION,"15/007,003",N/A,"Tokyo, JP",SONY CORPORATION,"['G06T', 'G06K']",59359495,"January 26, 2016","[['Ramin', 'Eslami', 'Milpitas, CA'], ['Yu', 'Kimishima', 'Tokyo, JP']]","April 24, 2018",Method and system for image processing,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=352&f=G&l=50&d=PTXT&s1=MANET&p=8&OS=MANET&RS=MANET
